93.42,91.64,95.2,95.02,86.9,97.81
93.51,91.6,95.43,95.25,87.09,97.84
93.48,92.08,94.87,94.72,86.99,97.72
93.43,91.62,95.24,95.06,86.91,97.76
93.64,91.82,95.47,95.3,87.35,97.86
93.5,91.75,95.24,95.07,87.05,97.8
0.09,0.2,0.24,0.23,0.19,0.06
