91.7,88.49,94.91,94.56,83.57,96.93
91.7,88.47,94.93,94.58,83.58,96.86
91.53,88.37,94.68,94.32,83.22,96.77
91.4,88.24,94.55,94.18,82.96,96.68
91.86,88.64,95.09,94.75,83.9,97.12
91.64,88.44,94.83,94.48,83.45,96.87
0.18,0.15,0.21,0.23,0.36,0.17
