hsa-mir-138-1-3p,0,1,hsa-miR-615,#N/A,hsa-let-7e-5p,hsa-miR-138-1-3p
hsa-mir-138-2-3p,0,1,hsa-miR-622,#N/A,hsa-miR-100-5p,#N/A
hsa-mir-548a-3p,0,1,hsa-miR-629,#N/A,hsa-miR-199a-5p,hsa-miR-548a-3p
hsa-mir-634,0,1,hsa-miR-637,#N/A,hsa-miR-105-5p,hsa-miR-634
hsa-mir-610,0,1,hsa-miR-638,#N/A,hsa-miR-9-5p,hsa-miR-610
hsa-mir-640,0,1,hsa-miR-642,#N/A,hsa-miR-21-5p,#N/A
hsa-mir-650,0,1,hsa-miR-654,#N/A,hsa-miR-325,hsa-miR-650
hsa-mir-323b-5p,0,1,hsa-miR-657,#N/A,hsa-miR-124-3p,hsa-miR-323b-5p
hsa-mir-1234-3p,0,1,hsa-miR-658,#N/A,hsa-miR-125a-5p,hsa-miR-1234-3p
hsa-mir-577,0,1,hsa-miR-662,#N/A,hsa-miR-219a-5p,hsa-miR-577
hsa-mir-449c-5p,0,1,hsa-miR-663,#N/A,unknown,hsa-miR-449c-5p
hsa-mir-616-5p,0,1,hsa-miR-769-3p,#N/A,hsa-miR-370-3p,hsa-miR-616-5p
hsa-mir-507,0,1,hsa-miR-92b,#N/A,hsa-miR-30d-5p,#N/A
hsa-mir-544b,0,1,hsa-miR-137,#N/A,hsa-miR-30b-5p,#N/A
hsa-mir-935,0,1,hsa-miR-137,#N/A,hsa-miR-302c-3p,hsa-miR-935
hsa-mir-4317,0,1,hsa-miR-137,#N/A,hsa-miR-205-5p,#N/A
hsa-mir-933,0,1,hsa-miR-137,#N/A,hsa-miR-301a-3p,hsa-miR-933
hsa-mir-527,0,1,hsa-miR-137,#N/A,hsa-miR-10a-5p,#N/A
hsa-mir-544a,0.1,0.9,hsa-miR-138,#N/A,hsa-miR-187-3p,hsa-miR-544a
hsa-mir-382-5p,0.1,0.9,hsa-miR-138,#N/A,hsa-miR-153-3p,hsa-miR-382-5p
hsa-mir-761,0.1,0.9,hsa-miR-138-1,#N/A,hsa-miR-211-5p,#N/A
hsa-mir-1297,0.1,0.9,hsa-miR-138-1,#N/A,hsa-miR-199b-5p,hsa-miR-1297
hsa-mir-455-5p,0.1,0.9,hsa-miR-138-2,#N/A,hsa-miR-340-5p,hsa-miR-455-5p
hsa-mir-422a,0.1,0.9,hsa-miR-206,#N/A,hsa-miR-92a-3p,hsa-miR-422a
hsa-mir-378i,0.1,0.9,hsa-miR-206,#N/A,hsa-miR-19b-3p,#N/A
hsa-mir-19b-2-5p,0.1,0.9,hsa-miR-206,#N/A,hsa-miR-33a-5p,hsa-miR-19b-2-5p
hsa-mir-500a-5p,0.1,0.9,hsa-miR-206,#N/A,hsa-miR-29a-3p,hsa-miR-500a-5p
hsa-mir-602,0.1,0.9,hsa-miR-207,hsa-miR-602,hsa-miR-148a-3p,hsa-miR-602
hsa-mir-769-5p,0.1,0.9,hsa-miR-208,#N/A,hsa-miR-215-5p,hsa-miR-769-5p
hsa-mir-518e-5p,0.1,0.9,hsa-miR-20a,#N/A,hsa-miR-23a-3p,hsa-miR-518e-5p
hsa-mir-593-5p,0.1,0.9,hsa-miR-20a,#N/A,hsa-miR-34a-5p,hsa-miR-593-5p
hsa-mir-941,0.1,0.9,hsa-miR-20a,#N/A,hsa-miR-25-3p,hsa-miR-941
hsa-mir-487b-5p,0.1,0.9,hsa-miR-20a,#N/A,hsa-miR-19a-3p,#N/A
hsa-mir-501-5p,0.1,0.9,hsa-miR-20a,#N/A,hsa-miR-34b-3p,hsa-miR-501-5p
hsa-mir-323a-5p,0.1,0.9,hsa-miR-20a,#N/A,hsa-miR-93-5p,hsa-miR-323a-5p
hsa-mir-1224-5p,0.1,0.9,hsa-miR-145,#N/A,hsa-miR-183-5p,hsa-miR-1224-5p
hsa-mir-571,0.1,0.9,hsa-miR-145,#N/A,hsa-miR-17-3p,hsa-miR-571
hsa-mir-545-5p,0.1,0.9,hsa-miR-145,#N/A,hsa-miR-150-5p,hsa-miR-545-5p
hsa-mir-636,0.1,0.9,hsa-miR-145,#N/A,hsa-miR-30a-3p,hsa-miR-636
hsa-mir-645,0.1,0.9,hsa-miR-148a,#N/A,hsa-miR-335-5p,hsa-miR-645
hsa-mir-1301-5p,0.1,0.9,hsa-miR-15b,#N/A,hsa-miR-136-5p,#N/A
hsa-mir-1179,0.1,0.9,hsa-miR-197,#N/A,hsa-miR-191-5p,hsa-miR-1179
hsa-mir-4739,0.1,0.9,hsa-miR-197,#N/A,hsa-miR-323a-3p,#N/A
hsa-mir-764,0.1,0.9,hsa-miR-197,#N/A,hsa-miR-302a-3p,#N/A
hsa-mir-500b-5p,0.1,0.9,hsa-miR-197,#N/A,hsa-miR-302d-3p,hsa-miR-500b-5p
hsa-mir-514a-5p,0.1,0.9,hsa-miR-197,#N/A,hsa-miR-34c-5p,#N/A
hsa-mir-3126-5p,0.1,0.9,hsa-miR-197,#N/A,hsa-miR-222-3p,#N/A
hsa-mir-2110,0.1,0.9,hsa-miR-197,#N/A,hsa-miR-29c-3p,hsa-miR-2110
hsa-mir-600,0.1,0.9,hsa-miR-197,hsa-miR-600,hsa-miR-328-3p,hsa-miR-600
hsa-mir-657,0.1,0.9,hsa-miR-198,hsa-miR-657,hsa-miR-185-5p,#N/A
hsa-mir-551b-5p,0.1,0.9,hsa-miR-198,#N/A,hsa-miR-210-3p,hsa-miR-551b-5p
hsa-mir-1202,0.1,0.9,hsa-miR-198,#N/A,hsa-miR-203a-3p,hsa-miR-1202
hsa-mir-1287-5p,0.1,0.9,hsa-miR-198,#N/A,hsa-miR-122-5p,hsa-miR-1287-5p
hsa-mir-519a-2-5p,0.1,0.9,hsa-miR-199a,#N/A,hsa-miR-101-3p,#N/A
hsa-mir-2278,0.1,0.9,hsa-miR-199a,#N/A,hsa-miR-95-3p,#N/A
hsa-mir-1269a,0.1,0.9,hsa-miR-199a,#N/A,hsa-let-7d-5p,hsa-miR-1269a
hsa-mir-1180-5p,0.1,0.9,hsa-miR-199a,#N/A,hsa-miR-23b-3p,#N/A
hsa-mir-1181,0.1,0.9,hsa-miR-199a,#N/A,hsa-miR-32-5p,hsa-miR-1181
hsa-mir-376a-2-5p,0.1,0.9,hsa-miR-199a,#N/A,hsa-miR-142-5p,#N/A
hsa-mir-877-5p,0.1,0.9,hsa-miR-199a,#N/A,hsa-miR-107,hsa-miR-877-5p
hsa-mir-552-5p,0.1,0.9,hsa-miR-199b,#N/A,hsa-miR-338-3p,#N/A
hsa-mir-3144-5p,0.1,0.9,hsa-miR-199b,#N/A,hsa-miR-28-5p,#N/A
hsa-mir-3127-5p,0.1,0.9,hsa-miR-21,#N/A,hsa-miR-127-3p,hsa-miR-3127-5p
hsa-mir-518a-5p,0.1,0.9,hsa-miR-21,#N/A,hsa-miR-326,hsa-miR-518a-5p
hsa-mir-466,0.1,0.9,hsa-miR-21,#N/A,hsa-miR-135b-5p,#N/A
hsa-mir-4455,0.1,0.9,hsa-miR-21,#N/A,hsa-miR-212-3p,#N/A
hsa-mir-4633-5p,0.1,0.9,hsa-miR-21,#N/A,hsa-miR-192-5p,#N/A
hsa-mir-1247-5p,0.1,0.9,hsa-miR-210,#N/A,hsa-miR-181a-3p,hsa-miR-1247-5p
hsa-mir-550a-3-5p,0.1,0.9,hsa-miR-217,#N/A,hsa-miR-128-3p,#N/A
hsa-mir-585-5p,0.1,0.9,hsa-miR-221,#N/A,hsa-miR-146a-5p,#N/A
hsa-mir-3117-5p,0.1,0.9,hsa-miR-25,#N/A,hsa-miR-18a-5p,#N/A
hsa-mir-3664-5p,0.1,0.9,hsa-miR-26a,#N/A,hsa-miR-186-5p,hsa-miR-3664-5p
hsa-mir-6852-5p,0.1,0.9,hsa-miR-28,#N/A,hsa-miR-299-3p,#N/A
hsa-mir-1306-5p,0.1,0.9,hsa-miR-29b,#N/A,hsa-miR-20a-5p,hsa-miR-1306-5p
hsa-mir-1305,0.1,0.9,hsa-miR-29c,#N/A,hsa-miR-103a-3p,hsa-miR-1305
hsa-mir-2116-5p,0.1,0.9,hsa-miR-30a-3p,#N/A,hsa-miR-200b-3p,#N/A
hsa-mir-548l,0.1,0.9,hsa-miR-30b,#N/A,hsa-miR-197-3p,hsa-miR-548l
hsa-mir-1468-5p,0.1,0.9,hsa-miR-30c-1,#N/A,hsa-miR-141-3p,hsa-miR-1468-5p
hsa-mir-7706,0.1,0.9,hsa-miR-30c-2,#N/A,hsa-miR-133a-3p,hsa-miR-7706
hsa-mir-3163,0.1,0.9,hsa-miR-30d,#N/A,hsa-miR-149-5p,#N/A
hsa-mir-489-3p,0.1,0.9,hsa-miR-32,#N/A,hsa-miR-152-3p,hsa-miR-489-3p
hsa-mir-23b-3p,0.2,0.8,hsa-miR-23a,#N/A,hsa-miR-139-5p,hsa-miR-23b-3p
hsa-mir-23c,0.2,0.8,hsa-miR-17-5p,#N/A,hsa-miR-29b-3p,#N/A
hsa-mir-125a-3p,0.2,0.8,hsa-miR-17-5p,#N/A,hsa-miR-196a-5p,hsa-miR-125a-3p
hsa-mir-338-3p,0.2,0.8,hsa-miR-181a,#N/A,hsa-miR-223-3p,hsa-miR-338-3p
hsa-mir-876-5p,0.2,0.8,hsa-miR-181a,#N/A,hsa-miR-188-5p,hsa-miR-876-5p
hsa-mir-4735-3p,0.2,0.8,hsa-miR-181b,#N/A,hsa-miR-155-5p,#N/A
hsa-mir-376a-3p,0.2,0.8,hsa-miR-181b,#N/A,hsa-miR-130a-3p,hsa-miR-376a-3p
hsa-mir-590-3p,0.2,0.8,hsa-miR-181b,#N/A,hsa-miR-181b-5p,hsa-miR-590-3p
hsa-mir-4644,0.2,0.8,hsa-miR-181d,#N/A,hsa-miR-130b-3p,#N/A
hsa-mir-377-3p,0.2,0.8,hsa-miR-182,#N/A,hsa-miR-369-3p,hsa-miR-377-3p
hsa-mir-132-3p,0.2,0.8,hsa-miR-183,#N/A,hsa-miR-148b-3p,hsa-miR-132-3p
hsa-mir-193a-3p,0.2,0.8,hsa-miR-18a,#N/A,hsa-miR-190a-5p,hsa-miR-193a-3p
hsa-mir-371a-5p,0.2,0.8,hsa-miR-196a,#N/A,hsa-miR-134-5p,hsa-miR-371a-5p
hsa-mir-197-3p,0.2,0.8,hsa-miR-196a,#N/A,unknown,hsa-miR-197-3p
hsa-mir-346,0.2,0.8,hsa-miR-198,#N/A,hsa-miR-1-3p,hsa-miR-346
hsa-mir-4500,0.2,0.8,hsa-miR-19a,#N/A,hsa-miR-193a-3p,#N/A
hsa-mir-4319,0.2,0.8,hsa-miR-19a,#N/A,hsa-miR-122-5p,#N/A
hsa-mir-27a-3p,0.2,0.8,hsa-miR-19b,#N/A,hsa-miR-206,hsa-miR-27a-3p
hsa-mir-124-3p,0.2,0.8,hsa-miR-19b,#N/A,hsa-miR-183-5p,hsa-miR-124-3p
hsa-mir-506-3p,0.2,0.8,hsa-miR-205,#N/A,hsa-miR-335-5p,hsa-miR-506-3p
hsa-mir-378f,0.2,0.8,hsa-miR-20a,#N/A,hsa-miR-15a-5p,#N/A
hsa-mir-378c,0.2,0.8,hsa-miR-222,#N/A,hsa-miR-30e-3p,hsa-miR-378c
hsa-mir-494-3p,0.2,0.8,hsa-miR-222,#N/A,hsa-miR-29b-3p,hsa-miR-494-3p
hsa-mir-144-3p,0.2,0.8,hsa-miR-222,#N/A,hsa-miR-16-5p,hsa-miR-144-3p
hsa-mir-378b,0.2,0.8,hsa-miR-222,#N/A,hsa-miR-30d-5p,hsa-miR-378b
hsa-mir-378h,0.2,0.8,hsa-miR-223,#N/A,hsa-miR-15b-5p,#N/A
hsa-mir-378e,0.2,0.8,hsa-miR-223,#N/A,hsa-miR-29a-3p,#N/A
hsa-mir-454-5p,0.2,0.8,hsa-miR-223,#N/A,hsa-miR-374a-5p,hsa-miR-454-5p
hsa-mir-376b-5p,0.2,0.8,hsa-miR-223,#N/A,hsa-miR-126-5p,hsa-miR-376b-5p
hsa-mir-208b-5p,0.2,0.8,hsa-miR-223,#N/A,hsa-miR-142-3p,#N/A
hsa-mir-1825,0.2,0.8,hsa-miR-223,#N/A,hsa-miR-342-3p,hsa-miR-1825
hsa-mir-758-5p,0.2,0.8,hsa-miR-223,#N/A,hsa-miR-199a-5p,hsa-miR-758-5p
hsa-mir-597-5p,0.2,0.8,hsa-miR-223,#N/A,hsa-miR-1-3p,hsa-miR-597-5p
hsa-mir-3651,0.2,0.8,hsa-miR-223,#N/A,hsa-miR-193a-3p,hsa-miR-3651
hsa-mir-1288-5p,0.2,0.8,hsa-miR-223,#N/A,hsa-miR-122-5p,#N/A
hsa-mir-517c-3p,0.2,0.8,hsa-miR-223,#N/A,hsa-miR-206,hsa-miR-517c-3p
hsa-mir-4487,0.2,0.8,hsa-miR-223,#N/A,hsa-miR-342-3p,#N/A
hsa-mir-4706,0.2,0.8,hsa-miR-223,#N/A,hsa-miR-183-5p,#N/A
hsa-mir-4731-5p,0.2,0.8,hsa-miR-223,#N/A,hsa-miR-29b-3p,#N/A
hsa-mir-3151-5p,0.2,0.8,hsa-miR-223,#N/A,hsa-miR-335-5p,hsa-miR-3151-5p
hsa-mir-627-5p,0.2,0.8,hsa-miR-223,#N/A,hsa-miR-30e-3p,hsa-miR-627-5p
hsa-mir-938,0.2,0.8,hsa-miR-223,#N/A,hsa-miR-199a-5p,hsa-miR-938
hsa-mir-1281,0.2,0.8,hsa-miR-223,#N/A,hsa-miR-214-3p,hsa-miR-1281
hsa-mir-1229-5p,0.2,0.8,hsa-miR-223,#N/A,hsa-miR-15a-5p,#N/A
hsa-mir-1249-5p,0.2,0.8,hsa-miR-223,#N/A,hsa-miR-1-3p,#N/A
hsa-mir-5586-5p,0.2,0.8,hsa-miR-214,#N/A,hsa-miR-122-5p,hsa-miR-5586-5p
hsa-mir-548j-5p,0.2,0.8,hsa-miR-214,#N/A,hsa-miR-193a-3p,hsa-miR-548j-5p
hsa-mir-5582-5p,0.2,0.8,hsa-miR-214,#N/A,hsa-miR-150-5p,#N/A
hsa-mir-551a,0.2,0.8,hsa-miR-214,hsa-miR-551a,hsa-miR-142-3p,hsa-miR-551a
hsa-mir-3131,0.2,0.8,hsa-miR-214,#N/A,hsa-miR-16-5p,#N/A
hsa-mir-937-5p,0.2,0.8,hsa-miR-214,#N/A,hsa-miR-15a-5p,#N/A
hsa-mir-4423-5p,0.2,0.8,hsa-miR-214,#N/A,hsa-miR-15b-5p,#N/A
hsa-mir-3189-5p,0.2,0.8,hsa-miR-214,#N/A,hsa-miR-183-5p,#N/A
hsa-mir-4697-5p,0.2,0.8,hsa-miR-214,#N/A,hsa-miR-30d-5p,#N/A
hsa-mir-514b-5p,0.2,0.8,hsa-miR-214,#N/A,hsa-miR-30a-3p,#N/A
hsa-mir-6798-5p,0.2,0.8,hsa-miR-214,#N/A,hsa-miR-181a-5p,#N/A
hsa-mir-4302,0.2,0.8,hsa-miR-214,#N/A,hsa-miR-206,#N/A
hsa-mir-4270,0.2,0.8,hsa-miR-214,#N/A,hsa-miR-335-5p,#N/A
hsa-mir-4326,0.2,0.8,hsa-miR-214,#N/A,hsa-miR-29a-3p,hsa-miR-4326
hsa-mir-513a-5p,0.2,0.8,hsa-miR-214,#N/A,hsa-miR-30e-3p,hsa-miR-513a-5p
hsa-mir-1265,0.2,0.8,hsa-miR-214,#N/A,hsa-miR-29b-3p,hsa-miR-1265
hsa-mir-203b-5p,0.2,0.8,hsa-miR-214,#N/A,hsa-miR-30a-5p,#N/A
hsa-mir-4291,0.2,0.8,hsa-miR-214,#N/A,hsa-miR-374a-5p,#N/A
hsa-mir-4324,0.2,0.8,hsa-miR-214,#N/A,hsa-miR-126-5p,hsa-miR-4324
hsa-mir-4478,0.2,0.8,hsa-miR-214,#N/A,hsa-miR-224-5p,#N/A
hsa-mir-7847-3p,0.2,0.8,hsa-miR-214,#N/A,hsa-miR-10b-5p,#N/A
hsa-mir-412-5p,0.2,0.8,hsa-miR-215,#N/A,hsa-miR-142-5p,#N/A
hsa-mir-4281,0.2,0.8,hsa-miR-215,#N/A,hsa-miR-130a-3p,#N/A
hsa-mir-127-3p,0.2,0.8,hsa-miR-215,#N/A,hsa-miR-99a-5p,hsa-miR-127-3p
hsa-mir-195-3p,0.2,0.8,hsa-miR-216,#N/A,hsa-miR-93-5p,hsa-miR-195-3p
hsa-mir-23a-3p,0.3,0.7,hsa-miR-214,#N/A,hsa-miR-96-5p,hsa-miR-23a-3p
hsa-mir-3167,0.3,0.7,hsa-miR-215,#N/A,hsa-miR-100-5p,#N/A
hsa-mir-376c-3p,0.3,0.7,hsa-miR-216,#N/A,hsa-miR-10a-5p,hsa-miR-376c-3p
hsa-mir-542-3p,0.3,0.7,hsa-miR-495,hsa-miR-542-3p,hsa-miR-106b-5p,hsa-miR-542-3p
hsa-mir-214-3p,0.3,0.7,hsa-miR-96,#N/A,hsa-miR-1-3p,hsa-miR-214-3p
hsa-mir-130a-3p,0.3,0.7,hsa-miR-129,#N/A,hsa-miR-193a-3p,hsa-miR-130a-3p
hsa-mir-152-3p,0.3,0.7,hsa-miR-34a,#N/A,hsa-miR-122-5p,hsa-miR-152-3p
hsa-mir-301a-3p,0.3,0.7,hsa-miR-221,#N/A,hsa-miR-342-3p,hsa-miR-301a-3p
hsa-mir-519d-3p,0.3,0.7,hsa-miR-128,#N/A,hsa-miR-29b-3p,hsa-miR-519d-3p
hsa-mir-3619-5p,0.3,0.7,hsa-miR-128a,#N/A,hsa-miR-1-3p,hsa-miR-3619-5p
hsa-mir-148a-3p,0.3,0.7,hsa-miR-129-1,#N/A,hsa-miR-16-5p,hsa-miR-148a-3p
hsa-mir-222-3p,0.3,0.7,hsa-miR-129-2,#N/A,hsa-miR-15a-5p,hsa-miR-222-3p
hsa-mir-329-3p,0.3,0.7,hsa-miR-133,#N/A,hsa-miR-122-5p,hsa-miR-329-3p
hsa-mir-376b-3p,0.3,0.7,hsa-miR-142,#N/A,hsa-miR-15b-5p,hsa-miR-376b-3p
hsa-mir-3529-5p,0.3,0.7,hsa-miR-143,#N/A,hsa-miR-193a-3p,#N/A
hsa-mir-212-3p,0.3,0.7,hsa-miR-145,#N/A,hsa-miR-100-5p,hsa-miR-212-3p
hsa-mir-4465,0.3,0.7,hsa-miR-146a,#N/A,hsa-miR-99a-5p,#N/A
hsa-mir-25-3p,0.3,0.7,hsa-miR-146a,#N/A,hsa-miR-107,hsa-miR-25-3p
hsa-mir-342-3p,0.3,0.7,hsa-miR-146a,#N/A,hsa-miR-183-5p,hsa-miR-342-3p
hsa-mir-193b-3p,0.3,0.7,hsa-miR-146a,#N/A,hsa-miR-103a-3p,hsa-miR-193b-3p
hsa-mir-101-3p,0.3,0.7,hsa-miR-521,#N/A,hsa-miR-126-5p,hsa-miR-101-3p
hsa-mir-328-3p,0.3,0.7,hsa-miR-194,#N/A,hsa-miR-196a-5p,hsa-miR-328-3p
hsa-mir-29c-3p,0.3,0.7,hsa-miR-495,#N/A,hsa-miR-221-3p,hsa-miR-29c-3p
hsa-mir-370-3p,0.3,0.7,hsa-miR-495,#N/A,hsa-miR-206,hsa-miR-370-3p
hsa-mir-27b-3p,0.3,0.7,hsa-miR-495,#N/A,hsa-miR-29c-3p,hsa-miR-27b-3p
hsa-mir-200a-3p,0.3,0.7,hsa-miR-495,#N/A,hsa-miR-196b-5p,hsa-miR-200a-3p
hsa-mir-202-3p,0.3,0.7,hsa-miR-497,#N/A,hsa-miR-193a-3p,hsa-miR-202-3p
hsa-mir-141-3p,0.3,0.7,hsa-miR-497,#N/A,hsa-miR-1-3p,hsa-miR-141-3p
hsa-mir-142-3p,0.3,0.7,hsa-miR-498,#N/A,hsa-miR-335-5p,hsa-miR-142-3p
hsa-mir-4429,0.3,0.7,hsa-miR-498,#N/A,hsa-miR-122-5p,#N/A
hsa-mir-3139,0.3,0.7,hsa-miR-498,#N/A,hsa-miR-181a-5p,#N/A
hsa-mir-378a-3p,0.3,0.7,hsa-miR-498,#N/A,hsa-miR-30a-3p,hsa-miR-378a-3p
hsa-mir-4770,0.3,0.7,hsa-miR-5,#N/A,hsa-miR-16-5p,#N/A
