83.11,76.73,89.49,87.95,66.76,90.63
84.02,79.02,89.02,87.8,68.38,90.67
83.25,77.1,89.39,87.91,67.0,90.24
83.48,76.4,90.56,89.0,67.64,90.31
83.36,77.34,89.37,87.92,67.2,90.4
83.44,77.32,89.57,88.12,67.4,90.45
0.35,1.02,0.58,0.5,0.64,0.19
