87.01,81.14,92.89,91.94,74.55,94.89
84.5,76.01,92.99,91.55,70.01,94.19
85.3,78.36,92.23,90.98,71.28,94.24
84.96,77.49,92.44,91.11,70.72,94.02
86.56,80.3,92.83,91.8,73.7,94.86
85.67,78.66,92.68,91.48,72.05,94.44
1.07,2.08,0.33,0.42,1.97,0.41
