90.62,89.23,92.0,91.77,81.26,95.82
90.87,89.7,92.05,91.85,81.77,95.96
90.55,89.44,91.67,91.48,81.13,95.69
90.6,89.4,91.8,91.6,81.23,95.83
90.79,89.66,91.91,91.73,81.59,95.97
90.69,89.49,91.89,91.69,81.4,95.85
0.14,0.19,0.15,0.15,0.27,0.12
