83.55,76.45,90.65,89.11,67.79,90.38
83.27,77.2,89.35,87.87,67.04,90.07
83.18,76.07,90.28,88.67,67.03,89.63
83.43,75.84,91.03,89.42,67.65,89.81
83.38,77.2,89.56,88.09,67.28,89.38
83.36,76.55,90.17,88.63,67.36,89.85
0.14,0.63,0.71,0.66,0.35,0.39
